brand_name,categories,sales_start,sales_end,primary_city,all_cities,country,region,address,phone,email,instagram,facebook,description,source_url,lead_id,scraped_date
Elena Pogodaeva,N/A,N/A,N/A,Paris,Paris,France,Europe,N/A,37 20143,N/A,N/A,N/A,,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/marzianobello,DS0097,2025-11-13
RG Showroom,"Women's RTW, Men's RTW",N/A,N/A,Milan,Milan,Italy,Europe,N/A,+39 02 36 75 49 50,N/A,@RG,N/A,,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/riccardograssishowroom,DS0098,2025-11-13
Camalya,N/A,N/A,N/A,Paris,Paris,France,Europe,Rue de la Fontaine au Roi 75011 Paris Camil Hiridjee P : +33 (0)6 16 38 85 97 Facebook Instagram,+33 (0)6 16 38 85 97,N/A,N/A,N/A,,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/camalya,DS0099,2025-11-13
Celine Kwan,N/A,N/A,N/A,Paris,Paris,France,Europe,"Avenue de la République 75011 Paris Presentation, Showcase and Networking From 5.00pm to 7.30pm Her work presents a colourful a",N/A,N/A,N/A,N/A,,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/celine_kwan_fashion_brand,DS0100,2025-11-13
Polly King and Co,Women's Accessories,N/A,N/A,Paris,Paris,France,Europe,"Street - 5th Floor NY 10003 New York + MILAN – Sept. 21 - 25, 2023 via San Primo 4 20121 Milano + PARIS – Sept. 28 - Oct. 04, 2",+44 (0)2 03 75 79 340,N/A,N/A,N/A,,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/pollykingandco,DS0101,2025-11-13
Demo,N/A,N/A,N/A,Paris,Paris,France,Europe,"Avenue de la République 75011 Paris Presentation, Showcase and Networking From 5.00pm to 7.30pm Founded by Hong Kong designer D",N/A,N/A,N/A,N/A,,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/demo,DS0102,2025-11-13
Épice Paris,N/A,N/A,N/A,Paris,Paris,France,Europe,"Rue de Turenne 75003 Paris Mathilde De Turckheim P : +33 (0)1 44 54 01 50 Facebook Instagram M's Acc., W's Acc.",+33 (0)1 44 54 01 50,N/A,N/A,N/A,,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/epiceparis,DS0103,2025-11-13
Eres,N/A,N/A,N/A,Paris,Paris,France,Europe,N/A,N/A,N/A,N/A,N/A,,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/eres_paris,DS0104,2025-11-13
Facetasm,N/A,N/A,N/A,Paris,Paris,France,Europe,N/A,+33 (0) 6 83 33 17 15,N/A,N/A,N/A,,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/facetasm,DS0105,2025-11-13
Ferronato,"Men's Accessories, Women's Accessories",N/A,N/A,Paris,Paris,France,Europe,Rue D'Uzes 75002 Paris Elisa Tettamanti P : +41(0)796958040 Facebook Twitter Instagram Men's Accessories : BagsWomen's Acces,+41(0)796958040,N/A,N/A,N/A,,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/ferronato_fashion_accessories,DS0106,2025-11-13
Geoffrey B. Small,N/A,N/A,N/A,Paris,Paris,France,Europe,"Rue Hérold 75001 Paris + CAVARZERE VENEZIA Jun 26 to Jul 7, 2023 GBS Superworkrooms, Via dell'Artigianato 4 30014 Cavarzere",N/A,N/A,N/A,N/A,,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/geoffreybsmall,DS0107,2025-11-13
Tomorrow,"Women's RTW, Men's RTW",N/A,N/A,Milan,Milan,Italy,Europe,N/A,N/A,N/A,N/A,N/A,,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/tomorrow,DS0108,2025-11-13
Marziano Bello,N/A,N/A,N/A,Milan,Milan,Italy,Europe,N/A,37 20143,N/A,N/A,N/A,,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/marzianobello,DS0109,2025-11-13
Jet Set,"Women's RTW, Men's RTW",N/A,N/A,Milan,Milan,Italy,Europe,N/A,31 20144,N/A,N/A,N/A,,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/jetset,DS0110,2025-11-13
Anatomy,N/A,N/A,N/A,Paris,Paris,France,Europe,N/A,+33 (0)6 12 47 57 64,N/A,N/A,N/A,,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/anatomy,DS0111,2025-11-13
Moismont,"Women's RTW, Men's RTW",N/A,N/A,Paris,Paris,France,Europe,"Rue Sainte-Anne 75002 Paris + Jan. 15 - Mar. 01, 2024 Jacques Bijvoet P : +33 (0)6 89 30 67 93 Mobile: + 33 (0)1 42 96 52 43",+33 (0)6 89 30 67 93,N/A,N/A,N/A,,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/moismont,DS0112,2025-11-13
Paper Mache Tiger,Women's RTW,N/A,N/A,Paris,Paris,France,Europe,Rue d'Uzès 75002 Paris P : +44 (0) 20 70 33 38 15 Yuki Terase Matt Whyte Women's RTW,+44 (0) 20 70 33 38 15,N/A,N/A,N/A,,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/papermachetiger,DS0113,2025-11-13
PabePabe,N/A,N/A,N/A,Paris,Paris,France,Europe,"Avenue de la République 75011 Paris Presentation, Showcase and Networking From 5.00pm to 7.30pm Pabepabe is an art accessories",N/A,N/A,N/A,N/A,,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/pabepabe_fashion_accessories_brand,DS0114,2025-11-13
Riz Poli,N/A,N/A,N/A,Paris,Paris,France,Europe,N/A,+33 (0)6 58 18 61 48,N/A,N/A,N/A,,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/riz-poli,DS0115,2025-11-13
Other / Wise,N/A,N/A,N/A,Paris,Paris,France,Europe,N/A,+33 (0)6 58 18 61 48,N/A,N/A,N/A,,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/other_wise,DS0116,2025-11-13
Van Palma,Women's Accessories,N/A,N/A,Paris,Paris,France,Europe,"Street NY 10001 New York WHITE MILANO – Sept. 22 - 25, 2023 Tortona District via Tortona 27-45 20144 Milano PREMIERE CLASSE PAR",27-45 20144,N/A,N/A,N/A,,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/vanpalma,DS0117,2025-11-13
Yat Pit,N/A,N/A,N/A,Paris,Paris,France,Europe,"Avenue de la République 75011 Paris Presentation, Showcase and Networking From 5.00pm to 7.30pm Collections are a continuation",N/A,N/A,N/A,N/A,,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/yat_pit_fashion_brand,DS0118,2025-11-13
Yeung Chin,N/A,N/A,N/A,Paris,Paris,France,Europe,"Avenue de la République 75011 Paris Presentation, Showcase and Networking From 5.00pm to 7.30pm ""To build up new aesthetic, old",N/A,N/A,N/A,N/A,,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/yeungchin,DS0119,2025-11-13
